CCN,Facility Name,Address,City,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital_overall_rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,MSPB_Ratio,Total_Performance_Score,Domain_Clinical_Score,Domain_Safety_Score,Domain_Engagement_Score,Domain_Efficiency_Score,HCAHPS_H_CLEAN_HSP_A_P,HCAHPS_H_CLEAN_HSP_SN_P,HCAHPS_H_CLEAN_HSP_U_P,HCAHPS_H_CLEAN_LINEAR_SCORE,HCAHPS_H_CLEAN_STAR_RATING,HCAHPS_H_COMP_1_A_P,HCAHPS_H_COMP_1_LINEAR_SCORE,HCAHPS_H_COMP_1_SN_P,HCAHPS_H_COMP_1_STAR_RATING,HCAHPS_H_COMP_1_U_P,HCAHPS_H_COMP_2_A_P,HCAHPS_H_COMP_2_LINEAR_SCORE,HCAHPS_H_COMP_2_SN_P,HCAHPS_H_COMP_2_STAR_RATING,HCAHPS_H_COMP_2_U_P,HCAHPS_H_COMP_5_A_P,HCAHPS_H_COMP_5_LINEAR_SCORE,HCAHPS_H_COMP_5_SN_P,HCAHPS_H_COMP_5_STAR_RATING,HCAHPS_H_COMP_5_U_P,HCAHPS_H_COMP_6_LINEAR_SCORE,HCAHPS_H_COMP_6_N_P,HCAHPS_H_COMP_6_STAR_RATING,HCAHPS_H_COMP_6_Y_P,HCAHPS_H_DISCH_HELP_N_P,HCAHPS_H_DISCH_HELP_Y_P,HCAHPS_H_DOCTOR_EXPLAIN_A_P,HCAHPS_H_DOCTOR_EXPLAIN_SN_P,HCAHPS_H_DOCTOR_EXPLAIN_U_P,HCAHPS_H_DOCTOR_LISTEN_A_P,HCAHPS_H_DOCTOR_LISTEN_SN_P,HCAHPS_H_DOCTOR_LISTEN_U_P,HCAHPS_H_DOCTOR_RESPECT_A_P,HCAHPS_H_DOCTOR_RESPECT_SN_P,HCAHPS_H_DOCTOR_RESPECT_U_P,HCAHPS_H_HSP_RATING_0_6,HCAHPS_H_HSP_RATING_7_8,HCAHPS_H_HSP_RATING_9_10,HCAHPS_H_HSP_RATING_LINEAR_SCORE,HCAHPS_H_HSP_RATING_STAR_RATING,HCAHPS_H_MED_FOR_A_P,HCAHPS_H_MED_FOR_SN_P,HCAHPS_H_MED_FOR_U_P,HCAHPS_H_NURSE_EXPLAIN_A_P,HCAHPS_H_NURSE_EXPLAIN_SN_P,HCAHPS_H_NURSE_EXPLAIN_U_P,HCAHPS_H_NURSE_LISTEN_A_P,HCAHPS_H_NURSE_LISTEN_SN_P,HCAHPS_H_NURSE_LISTEN_U_P,HCAHPS_H_NURSE_RESPECT_A_P,HCAHPS_H_NURSE_RESPECT_SN_P,HCAHPS_H_NURSE_RESPECT_U_P,HCAHPS_H_QUIET_HSP_A_P,HCAHPS_H_QUIET_HSP_SN_P,HCAHPS_H_QUIET_HSP_U_P,HCAHPS_H_QUIET_LINEAR_SCORE,HCAHPS_H_QUIET_STAR_RATING,HCAHPS_H_RECMND_DN,HCAHPS_H_RECMND_DY,HCAHPS_H_RECMND_LINEAR_SCORE,HCAHPS_H_RECMND_PY,HCAHPS_H_RECMND_STAR_RATING,HCAHPS_H_SIDE_EFFECTS_A_P,HCAHPS_H_SIDE_EFFECTS_SN_P,HCAHPS_H_SIDE_EFFECTS_U_P,HCAHPS_H_STAR_RATING,HCAHPS_H_SYMPTOMS_N_P,HCAHPS_H_SYMPTOMS_Y_P,Readmission_EDAC_30_AMI,Readmission_EDAC_30_HF,Readmission_EDAC_30_PN,Readmission_READM_30_AMI,Readmission_READM_30_CABG,Readmission_READM_30_COPD,Readmission_READM_30_HF,Readmission_READM_30_HIP_KNEE,Readmission_READM_30_PN,Payment_Adjustment_Percent,Cluster_Label
010062,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,AL,36340,GENEVA,(334) 684-3655,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,8,1,0,1,0,,8,2,0,2,0,,11,2,0,2,0,,15,5,,10,6,,0.96,,,,,,58,15,27,,,79,,7,,14,82,,8,,10,67,,13,,20,,14,,86,,,,,,,,,,,,9,12,79,,,,,,,,,,,,,,,56,12,32,,,7,88,,5,,,,,,,,,,,,,,,,,,Average Performers
010065,RUSSELL MEDICAL CENTER,3316 HIGHWAY 280,ALEXANDER CITY,AL,35010,TALLAPOOSA,(256) 329-7100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,5,0,5,0,,8,4,0,4,0,,11,9,1,8,0,,15,15,,10,7,,0.95,25.583333333333,2.000000000000,8.333333333333,7.750000000000,7.500000000000,78,6,16,,,78,,4,,18,74,,7,,19,55,,21,,24,,12,,88,15,85,68,8,24,74,8,18,79,5,16,8,23,69,,,65,13,22,76,4,20,73,6,21,86,3,11,67,6,27,,,5,69,,26,,46,29,25,,10,90,,-40.2,-1,13.7,,18.6,19.1,4,15,-0.5647,Average Performers
010073,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,ASHLAND,AL,36251,CLAY,(256) 354-2131,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,8,2,0,2,0,,8,1,0,1,0,,11,3,1,2,0,,15,5,,10,7,,1.04,,,,,,71,2,27,,,82,,1,,17,87,,4,,9,34,,19,,47,,16,,84,,,,,,,,,,,,5,11,84,,,,,,,,,,,,,,,74,0,26,,,3,75,,22,,,,,,,,,,-34.1,,,,,,15.6,,Cost Efficient / Lower Quality
010078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,400 EAST 10TH STREET,ANNISTON,AL,36207,CALHOUN,(256) 235-5121,Acute Care Hospitals,Government - Local,Yes,Y,1,,8,7,0,6,1,,8,7,0,7,0,,11,10,0,9,1,,15,15,,10,9,,1.03,20.083333333333,3.000000000000,12.083333333333,2.500000000000,2.500000000000,61,18,21,,,71,,8,,21,73,,10,,17,53,,29,,18,,17,,83,18,82,68,12,20,70,10,20,80,7,13,15,27,58,,,69,16,15,67,10,23,67,9,24,80,6,14,61,9,30,,,13,53,,34,,38,43,19,,15,85,52,-7.8,6.4,15.5,,17.5,19.5,6.4,15.6,-1.3293,Emerging Performers
010079,ATHENS LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,AL,35611,LIMESTONE,(256) 233-9292,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,8,5,0,4,1,,8,6,1,5,0,,11,7,0,5,2,,15,15,,10,10,,1.06,32.875000000000,6.875000000000,9.000000000000,17.000000000000,0.000000000000,70,11,19,,,85,,3,,12,84,,5,,11,65,,19,,16,,11,,89,13,87,79,6,15,84,5,11,90,3,7,5,17,78,,,77,8,15,82,4,14,83,2,15,91,1,8,68,5,27,,,3,74,,23,,53,30,17,,9,91,,-10.8,52.7,,,18.5,19.1,5.1,17.3,0.5051,Average Performers
010083,BALDWIN HEALTH,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,BALDWIN,(251) 949-3400,Acute Care Hospitals,Proprietary,Yes,Y,4,,8,6,0,6,0,,8,7,2,5,0,,11,8,2,6,0,,15,15,,10,10,,0.98,37.416666666667,3.500000000000,19.166666666667,12.250000000000,2.500000000000,64,16,20,,,80,,5,,15,79,,5,,16,61,,20,,19,,17,,83,19,81,74,7,19,76,6,18,86,3,11,9,25,66,,,76,9,15,76,6,18,77,5,18,88,3,9,63,6,31,,,8,68,,24,,45,30,25,,15,85,-28.4,-16.9,-8.2,13.2,,17.3,20,6.1,16.1,0.9767,Cost Efficient / Lower Quality
010085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,1201 7TH STREET SE,DECATUR,AL,35601,MORGAN,(256) 341-2000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,8,7,0,6,1,,8,7,2,5,0,,11,7,0,7,0,,15,15,,10,9,,1.01,27.250000000000,3.500000000000,16.250000000000,7.500000000000,0.000000000000,74,8,18,,,79,,4,,17,81,,5,,14,61,,20,,19,,12,,88,12,88,76,6,18,81,5,14,87,3,10,9,23,68,,,74,10,16,75,5,20,76,5,19,86,3,11,61,8,31,,,5,62,,33,,49,30,21,,11,89,,-6.9,-4.2,13.3,,17.9,18.4,4.7,15.2,-0.3191,Average Performers
010086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,FAYETTE,(205) 487-7000,Acute Care Hospitals,Proprietary,Yes,,4,,8,4,0,4,0,,8,1,0,1,0,,11,5,1,4,0,,15,5,,10,8,,1.00,,,,,,76,6,18,,,67,,6,,27,81,,3,,16,51,,18,,31,,8,,92,9,91,75,3,22,81,3,16,88,4,8,10,29,61,,,60,19,21,69,10,21,58,5,37,75,4,21,72,0,28,,,11,70,,19,,42,18,40,,8,92,,-12.7,-26.8,,,16.6,19.9,,14.6,,Cost Efficient / Lower Quality
010087,USA HEALTH UNIVERSITY HOSPITAL,2451 FILLINGIM STREET,MOBILE,AL,36617,MOBILE,(251) 471-7110,Acute Care Hospitals,Government - State,Yes,,2,,8,6,0,6,0,,8,6,2,3,1,,11,7,0,6,1,,15,15,,10,7,,0.98,19.500000000000,5.833333333333,2.916666666667,8.250000000000,2.500000000000,63,15,22,,,76,,6,,18,78,,5,,17,59,,20,,21,,15,,85,17,83,74,6,20,76,6,18,85,3,12,9,24,67,,,73,9,18,72,7,21,72,7,21,83,4,13,55,14,31,,,6,71,,23,,44,31,25,,13,87,,112.4,11.7,13.3,,,19.9,,15.9,-1.4051,Low Value
010089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,WALKER,(205) 387-4000,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,5,0,5,0,,8,6,1,5,0,,11,6,0,6,0,,15,15,,10,7,,0.95,31.000000000000,8.333333333333,12.916666666667,4.750000000000,5.000000000000,54,23,23,,,76,,7,,17,77,,7,,16,58,,26,,16,,18,,82,21,79,72,8,20,75,8,17,83,5,12,15,27,58,,,72,13,15,72,9,19,74,7,19,82,5,13,51,12,37,,,12,53,,35,,44,38,18,,16,84,,6.3,-8.9,,,18.7,20,,15.4,0.2366,Average Performers
010090,"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",6801 AIRPORT BOULEVARD,MOBILE,AL,36608,MOBILE,(251) 633-1000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,8,8,0,8,0,,8,7,2,5,0,,11,9,0,7,2,,15,15,,10,7,,0.95,,,,,,61,18,21,,,72,,7,,21,76,,7,,17,56,,26,,18,,16,,84,18,82,70,9,21,73,7,20,83,5,12,13,24,63,,,72,13,15,68,9,23,70,8,22,79,5,16,55,12,33,,,9,60,,31,,40,38,22,,13,87,34.5,-7.2,43.1,15,10.9,17.1,19.2,4.2,18,,Low Value
010091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,GROVE HILL,AL,36451,CLARKE,(251) 275-3191,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,8,,,,,5,8,,,,,5,11,1,0,1,0,,15,5,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
010092,DCH REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,TUSCALOOSA,(205) 759-7111,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,8,7,0,7,0,,8,7,2,5,0,,11,9,1,4,4,,15,15,,10,10,,0.96,19.500000000000,0.000000000000,6.250000000000,8.250000000000,5.000000000000,61,18,21,,,74,,5,,21,77,,6,,17,58,,22,,20,,16,,84,17,83,73,7,20,74,6,20,83,4,13,9,26,65,,,73,11,16,68,6,26,73,6,21,81,4,15,56,10,34,,,7,63,,30,,42,32,26,,14,86,45.7,21.7,31.4,14.2,,21.4,20.3,,17,-1.4051,Low Value
010095,HALE COUNTY HOSPITAL,508 GREENE STREET,GREENSBORO,AL,36744,HALE,(334) 624-3024,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,8,1,0,1,0,,8,,,,,5,11,1,0,1,0,,15,,5,10,4,,0.90,,,,,,85,3,12,,,87,,1,,12,86,,2,,12,81,,3,,16,,11,,89,,,,,,,,,,,,2,16,82,,,,,,,,,,,,,,,77,1,22,,,2,83,,15,,,,,,,,,,,,,,,,,,Average Performers
010097,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,WETUMPKA,AL,36092,ELMORE,(334) 567-4311,Acute Care Hospitals,Proprietary,Yes,,,16,8,2,0,2,0,,8,,,,,5,11,3,0,2,1,,15,,5,10,6,,0.84,,,,,,79,6,15,,,84,,4,,12,84,,2,,14,68,,22,,10,,16,,84,18,82,81,1,18,79,4,17,91,1,8,3,31,66,,,88,4,8,84,3,13,80,5,15,87,3,10,81,0,19,,,2,70,,28,,47,41,12,,14,86,,,36.5,,,,,,16.4,,Low Value
010099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,AL,36426,ESCAMBIA,(251) 867-8061,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1,,8,3,0,3,0,,8,2,0,2,0,,11,4,0,3,1,,15,15,,10,6,,0.93,17.250000000000,1.250000000000,1.250000000000,4.750000000000,10.000000000000,77,9,14,,,74,,7,,19,77,,7,,16,58,,22,,20,,15,,85,21,79,74,7,19,75,7,18,82,7,11,16,20,64,,,72,11,17,73,6,21,72,9,19,77,6,17,59,3,38,,,10,61,,29,,44,34,22,,10,90,,92.1,-19.3,,,,20.1,,15.6,-1.6467,Low Value
010100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,BALDWIN,(251) 928-2375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,8,0,6,2,,8,7,0,7,0,,11,9,1,6,2,,15,15,,10,9,,0.93,30.083333333333,1.666666666667,6.666666666667,11.750000000000,10.000000000000,65,15,20,,,81,,3,,16,80,,4,,16,62,,22,,16,,14,,86,15,85,76,4,20,79,4,17,86,2,12,7,22,71,,,75,10,15,77,5,18,79,4,17,87,2,11,61,9,30,,,5,73,,22,,49,34,17,,13,87,-24.8,20.1,25.2,13,10.8,19.5,20.9,4.1,17.1,0.0938,Average Performers
010101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,TALLADEGA,AL,35160,TALLADEGA,(256) 761-4542,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1,,8,3,0,3,0,,8,2,0,2,0,,11,4,0,3,1,,15,15,,10,7,,1.02,32.500000000000,6.250000000000,7.500000000000,16.250000000000,2.500000000000,79,5,16,,,89,,2,,9,84,,3,,13,73,,13,,14,,13,,87,14,86,79,5,16,84,4,12,88,1,11,4,15,81,,,87,3,10,87,2,11,88,3,9,91,2,7,76,3,21,,,2,73,,25,,58,22,20,,13,87,,-6.8,115.9,,,,19.4,,17.8,0.4619,High Quality / Higher Cost
010103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,JEFFERSON,(205) 783-3800,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,3,,8,8,1,7,0,,8,7,3,4,0,,11,9,1,7,1,,15,15,,10,7,,1.02,19.750000000000,5.416666666667,8.333333333333,6.000000000000,0.000000000000,59,16,25,,,78,,6,,16,82,,4,,14,61,,23,,16,,19,,81,20,80,78,6,16,80,5,15,88,2,10,11,25,64,,,76,11,13,76,8,16,75,6,19,82,5,13,63,11,26,,,9,61,,30,,46,34,20,,17,83,34.8,-41.4,-13.6,14.6,11.2,17.5,17.6,4.5,15.7,-1.3774,Emerging Performers
010104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,JEFFERSON,(205) 971-1000,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,8,0,7,1,,8,8,4,4,0,,11,11,1,6,4,,15,15,,10,9,,1.01,21.083333333333,0.416666666667,12.916666666667,7.750000000000,0.000000000000,58,18,24,,,78,,6,,16,80,,5,,15,58,,23,,19,,15,,85,17,83,76,7,17,78,5,17,87,3,10,9,18,73,,,73,11,16,73,8,19,75,7,18,85,4,11,66,8,26,,,6,74,,20,,43,36,21,,13,87,22.2,14.7,-16.8,14.9,12.2,17,19.9,4.7,14.7,-1.1962,Emerging Performers
010108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,(334) 361-4267,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,,8,5,0,5,0,,8,3,0,3,0,,11,5,1,4,0,,15,15,,10,9,,0.93,30.333333333333,2.500000000000,3.333333333333,12.000000000000,12.500000000000,69,11,20,,,79,,3,,18,79,,5,,16,63,,17,,20,,13,,87,16,84,75,7,18,77,6,17,84,3,13,6,20,74,,,75,10,15,74,5,21,77,3,20,85,1,14,59,7,34,,,4,70,,26,,50,24,26,,11,89,,-19.3,-1.8,,,17.7,20.5,,15.9,0.1371,Average Performers
010110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,36089,BULLOCK,(334) 738-2140,Acute Care Hospitals,Proprietary,Yes,,,16,8,,,,,5,8,,,,,5,11,,,,,5,15,,5,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
010112,WHITFIELD REGIONAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,MARENGO,(334) 289-4000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,,8,3,0,3,0,,8,2,0,2,0,,11,5,0,4,1,,15,15,,10,7,,0.85,33.500000000000,1.250000000000,0.000000000000,9.750000000000,22.500000000000,72,7,21,,,74,,7,,19,82,,4,,14,49,,25,,26,,19,,81,17,83,78,5,17,81,4,15,87,3,10,17,21,62,,,63,12,25,73,5,22,73,9,18,75,6,19,62,6,32,,,9,59,,32,,36,38,26,,20,80,,59.1,-21,,,,20.4,,15,0.6022,Low Value
010113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,MOBILE,(251) 435-4700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,8,0,8,0,,8,8,3,3,2,,11,11,0,8,3,,15,15,,10,8,,1.00,19.916666666667,3.750000000000,7.916666666667,5.750000000000,2.500000000000,64,13,23,,,77,,6,,17,79,,5,,16,62,,22,,16,,14,,86,18,82,76,7,17,77,6,17,84,3,13,11,24,65,,,76,12,12,73,7,20,75,6,19,83,4,13,57,11,32,,,8,64,,28,,48,32,20,,11,89,23.9,36.5,17.5,13.9,10.5,19.9,21.3,4.6,15,-1.3594,Emerging Performers
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35022,JEFFERSON,(205) 481-7000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,8,4,0,4,0,,8,6,2,4,0,,11,6,0,5,1,,15,15,,10,7,,1.01,18.000000000000,4.166666666667,7.083333333333,6.750000000000,0.000000000000,70,11,19,,,72,,7,,21,80,,4,,16,57,,24,,19,,20,,80,21,79,75,5,20,78,5,17,86,3,11,10,20,70,,,70,12,18,68,9,23,70,8,22,77,5,18,69,6,25,,,7,69,,24,,44,35,21,,20,80,,20.1,22.8,,,16.8,19.5,,15.7,-1.5765,Emerging Performers
010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,DALLAS,(334) 418-4100,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,5,0,5,0,,8,3,1,2,0,,11,5,0,4,1,,15,15,,10,8,,0.96,30.000000000000,5.833333333333,14.166666666667,2.500000000000,7.500000000000,71,12,17,,,77,,9,,14,80,,8,,12,59,,26,,15,,25,,75,26,74,76,10,14,79,9,12,84,6,10,17,30,53,,,71,15,14,74,10,16,75,9,16,82,7,11,70,7,23,,,15,46,,39,,48,37,15,,23,77,,-22.8,31.1,,,18.3,18.3,,17.3,0.0775,Average Performers
010120,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,MONROEVILLE,AL,36460,MONROE,(251) 575-3111,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,1,,8,3,0,3,0,,8,2,0,2,0,,11,4,0,3,1,,15,5,,10,7,,1.01,13.333333333333,0.000000000000,3.333333333333,,10.000000000000,76,5,19,,,82,,0,,18,81,,2,,17,61,,24,,15,,19,,81,,,,,,,,,,,,3,34,63,,,,,,,,,,,,,,,72,2,26,,,5,60,,35,,,,,,,,,66.7,11.7,,,,20.1,,16.5,-1.8841,Low Value
010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,WINSTON,(205) 485-7117,Acute Care Hospitals,Proprietary,Yes,,3,,8,4,0,4,0,,8,,,,,5,11,4,0,4,0,,15,10,,10,6,,1.04,29.888888888889,2.222222222222,,24.333333333333,3.333333333333,84,3,13,,,85,,2,,13,83,,5,,12,64,,22,,14,,10,,90,9,91,82,7,11,80,4,16,87,4,9,8,17,75,,,74,11,15,82,1,17,83,3,14,89,2,9,76,5,19,,,6,73,,21,,54,33,13,,11,89,,-24.9,7.2,,,17.8,19.8,,15.4,0.0628,Average Performers
010126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,PIKE,(334) 670-5000,Acute Care Hospitals,Government - Federal,Yes,,4,,8,3,0,3,0,,8,2,0,2,0,,11,5,0,5,0,,15,15,,10,6,,1.01,42.000000000000,5.000000000000,,27.000000000000,10.000000000000,74,9,17,,,81,,4,,15,83,,6,,11,59,,22,,19,,16,,84,17,83,78,7,15,83,4,13,88,6,6,6,22,72,,,74,9,17,74,5,21,79,5,16,90,1,9,70,4,26,,,5,71,,24,,44,34,22,,16,84,,20,24.3,,,,20.4,,15.8,1.3407,High Value
010128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,36545,CLARKE,(251) 246-9021,Acute Care Hospitals,Proprietary,Yes,,,16,8,1,0,1,0,,8,,,,,5,11,2,0,2,0,,15,,5,10,4,,0.88,,,,,,94,2,4,,,89,,5,,6,80,,9,,11,77,,16,,7,,10,,90,,,,,,,,,,,,8,6,86,,,,,,,,,,,,,,,84,0,16,,,8,86,,6,,,,,,,,,,,,,17.6,,,,,Low Value
010129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,BALDWIN,(251) 937-5521,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,3,0,3,0,,8,2,0,2,0,,11,7,0,7,0,,15,15,,10,7,,0.91,40.500000000000,2.500000000000,3.750000000000,21.750000000000,12.500000000000,87,2,11,,,87,,2,,11,89,,3,,8,71,,13,,16,,11,,89,13,87,86,3,11,87,3,10,94,2,4,3,15,82,,,79,6,15,81,2,17,86,3,11,94,1,5,71,3,26,,,3,80,,17,,62,21,17,,9,91,,10,20.9,,,,19.4,,16.5,1.2395,High Value
010130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,ST. CLAIR,(205) 338-3301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,29,8,4,0,4,0,29,8,1,0,1,0,29,11,5,0,3,2,29,15,10,29,10,7,29,0.92,,,,,,71,10,19,,,82,,3,,15,77,,6,,17,61,,20,,19,,12,,88,13,87,73,9,18,75,6,19,84,4,12,6,19,75,,,74,8,18,78,5,17,82,4,14,87,1,12,62,7,31,,,5,73,,22,,48,32,20,,10,90,,67.5,42.9,,,17.6,20.8,,16.5,,Low Value
010131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,MADISON,(256) 429-4000,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,7,0,7,0,,8,8,2,6,0,,11,8,1,5,2,,15,15,,10,9,,0.99,24.416666666667,6.000000000000,12.916666666667,5.500000000000,0.000000000000,62,14,24,,,77,,6,,17,77,,7,,16,56,,27,,17,,20,,80,21,79,72,8,20,76,7,17,83,4,13,13,25,62,,,71,13,16,73,7,20,73,7,20,83,4,13,63,8,29,,,10,68,,22,,41,40,19,,19,81,-1.4,60.6,23,15.1,,18.1,21.3,4.5,17.4,-0.7099,Low Value
010138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,SUMTER,(205) 392-5263,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,8,,,,,5,8,,,,,5,11,,,,,5,15,,5,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
010139,BAPTIST HEALTH BROOKWOOD HOSPITAL,1280 COLUMBIANA ROAD STE 102,VESTAVIA,AL,35216,JEFFERSON,(205) 877-1000,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,8,0,8,0,,8,7,3,4,0,,11,8,0,8,0,,15,15,,10,7,,1.09,16.166666666667,3.000000000000,10.416666666667,2.750000000000,0.000000000000,62,15,23,,,72,,9,,19,79,,6,,15,54,,27,,19,,18,,82,21,79,73,8,19,78,7,15,85,4,11,17,23,60,,,69,14,17,67,10,23,69,10,21,79,6,15,55,11,34,,,14,58,,28,,39,40,21,,16,84,-14.1,3.4,-0.6,13.2,9.8,17.6,19.7,,14.8,-1.7397,Emerging Performers
010144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,(251) 460-5220,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,8,0,8,0,,8,8,1,7,0,,11,9,0,7,2,,15,15,,10,8,,1.00,22.416666666667,4.583333333333,12.083333333333,5.750000000000,0.000000000000,55,22,23,,,71,,7,,22,77,,5,,18,54,,22,,24,,13,,87,15,85,73,6,21,74,5,21,83,4,13,8,24,68,,,69,10,21,69,8,23,68,8,24,77,4,19,58,9,33,,,5,72,,23,,39,34,27,,11,89,15.4,55,28.4,13.6,10.5,19.4,20.2,4.8,15.7,-0.9857,Low Value
010148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,CONECUH,(251) 578-2480,Acute Care Hospitals,Proprietary,Yes,,3,,8,4,0,4,0,,8,,,,,5,11,5,1,4,0,,15,10,,10,5,,0.93,40.111111111111,4.444444444444,,19.000000000000,16.666666666667,75,10,15,,,79,,3,,18,91,,1,,8,65,,15,,20,,14,,86,16,84,86,0,14,91,2,7,96,2,2,8,23,69,,,88,5,7,71,8,21,81,3,16,85,1,14,71,4,25,,,6,72,,22,,42,26,32,,12,88,,-26.3,2.7,,,17.6,19.3,,16.3,1.2028,High Value
